,Autor,Biografia,Novelas,link,Foto
437,Glória Perez,"Nascida em 25 de setembro de 1947, em Rio Branco, no Acre, a carreira de Glória Perez teve início em 1979, quando escreveu um episódio para a série Malu Mulher, da TV Globo, que nunca chegou a ser gravado. Anos depois, o script caiu nas mãos de Janete Clair, que se interessou pelo trabalho da iniciante e chamou-a para colaborar em seu novo projeto, a novela Eu Prometo, em 1983. Janete precisou se afastar por motivos de saúde – vítima de câncer, ela faleceu naquele mesmo ano, deixando a trama inacabada. Glória recebeu então a incumbência de levar a novela adiante, sob a supervisão de Dias Gomes, surpreendendo a direção da emissora com sua competência e pontualidade na entrega dos capítulos.
No ano seguinte, assinou com Aguinaldo Silva a novela Partido Alto. A total incompatibilidade de ideias entre os dois autores ficou evidente, levando Aguinaldo a afastar-se da novela e Glória, ao final desta, da emissora. Em 1987, escreveu Carmem, para a TV Manchete. Em 1990 retornou à Globo para escrever a elogiada minissérie Desejo, baseada na vida de Anna de Assis. No mesmo ano, emplacou no horário das seis um antigo projeto: a novela Barriga de Aluguel. O sucesso desses dois trabalhos trouxe-lhe a consagração definitiva.
Em 1992, Glória assinou sua primeira novela solo em horário nobre na Globo: De Corpo e Alma, marcada, lamentavelmente, pela morte de sua filha, Daniella Perez, atriz da trama, assassinada por Guilherme de Pádua, companheiro de elenco, e a mulher dele, Paula Thomaz. A partir da década de 2000, Glória especializou-se em tramas situadas em terras exóticas, explorando costumes, línguas, danças e figurinos estranhos aos olhos do brasileiro. Entre estas, a aplaudida O Clone, em que misturou ciência e religião muçulmana.
A marca de Glória Perez em suas novelas é a preocupação com questões sociais levadas ao grande público: barriga de aluguel, transplante de órgãos (De Corpo e Alma), crianças desaparecidas (Explode Coração), clonagem humana e drogas (O Clone), deficiência visual (América), esquizofrenia (Caminho das Índias), tráfico de mulheres (Salve Jorge), transgêneros e vício em jogo (A Força do Querer), etc.
",De Corpo e Alma,http://teledramaturgia.com.br/de-corpo-e-alma/,http://www.teledramaturgia.com.br/wp-content/uploads/2015/03/gloriaperez.jpg
438,Glória Perez,"Nascida em 25 de setembro de 1947, em Rio Branco, no Acre, a carreira de Glória Perez teve início em 1979, quando escreveu um episódio para a série Malu Mulher, da TV Globo, que nunca chegou a ser gravado. Anos depois, o script caiu nas mãos de Janete Clair, que se interessou pelo trabalho da iniciante e chamou-a para colaborar em seu novo projeto, a novela Eu Prometo, em 1983. Janete precisou se afastar por motivos de saúde – vítima de câncer, ela faleceu naquele mesmo ano, deixando a trama inacabada. Glória recebeu então a incumbência de levar a novela adiante, sob a supervisão de Dias Gomes, surpreendendo a direção da emissora com sua competência e pontualidade na entrega dos capítulos.
No ano seguinte, assinou com Aguinaldo Silva a novela Partido Alto. A total incompatibilidade de ideias entre os dois autores ficou evidente, levando Aguinaldo a afastar-se da novela e Glória, ao final desta, da emissora. Em 1987, escreveu Carmem, para a TV Manchete. Em 1990 retornou à Globo para escrever a elogiada minissérie Desejo, baseada na vida de Anna de Assis. No mesmo ano, emplacou no horário das seis um antigo projeto: a novela Barriga de Aluguel. O sucesso desses dois trabalhos trouxe-lhe a consagração definitiva.
Em 1992, Glória assinou sua primeira novela solo em horário nobre na Globo: De Corpo e Alma, marcada, lamentavelmente, pela morte de sua filha, Daniella Perez, atriz da trama, assassinada por Guilherme de Pádua, companheiro de elenco, e a mulher dele, Paula Thomaz. A partir da década de 2000, Glória especializou-se em tramas situadas em terras exóticas, explorando costumes, línguas, danças e figurinos estranhos aos olhos do brasileiro. Entre estas, a aplaudida O Clone, em que misturou ciência e religião muçulmana.
A marca de Glória Perez em suas novelas é a preocupação com questões sociais levadas ao grande público: barriga de aluguel, transplante de órgãos (De Corpo e Alma), crianças desaparecidas (Explode Coração), clonagem humana e drogas (O Clone), deficiência visual (América), esquizofrenia (Caminho das Índias), tráfico de mulheres (Salve Jorge), transgêneros e vício em jogo (A Força do Querer), etc.
",Explode Coração,http://teledramaturgia.com.br/explode-coracao/,http://www.teledramaturgia.com.br/wp-content/uploads/2015/03/gloriaperez.jpg
439,Glória Perez,"Nascida em 25 de setembro de 1947, em Rio Branco, no Acre, a carreira de Glória Perez teve início em 1979, quando escreveu um episódio para a série Malu Mulher, da TV Globo, que nunca chegou a ser gravado. Anos depois, o script caiu nas mãos de Janete Clair, que se interessou pelo trabalho da iniciante e chamou-a para colaborar em seu novo projeto, a novela Eu Prometo, em 1983. Janete precisou se afastar por motivos de saúde – vítima de câncer, ela faleceu naquele mesmo ano, deixando a trama inacabada. Glória recebeu então a incumbência de levar a novela adiante, sob a supervisão de Dias Gomes, surpreendendo a direção da emissora com sua competência e pontualidade na entrega dos capítulos.
No ano seguinte, assinou com Aguinaldo Silva a novela Partido Alto. A total incompatibilidade de ideias entre os dois autores ficou evidente, levando Aguinaldo a afastar-se da novela e Glória, ao final desta, da emissora. Em 1987, escreveu Carmem, para a TV Manchete. Em 1990 retornou à Globo para escrever a elogiada minissérie Desejo, baseada na vida de Anna de Assis. No mesmo ano, emplacou no horário das seis um antigo projeto: a novela Barriga de Aluguel. O sucesso desses dois trabalhos trouxe-lhe a consagração definitiva.
Em 1992, Glória assinou sua primeira novela solo em horário nobre na Globo: De Corpo e Alma, marcada, lamentavelmente, pela morte de sua filha, Daniella Perez, atriz da trama, assassinada por Guilherme de Pádua, companheiro de elenco, e a mulher dele, Paula Thomaz. A partir da década de 2000, Glória especializou-se em tramas situadas em terras exóticas, explorando costumes, línguas, danças e figurinos estranhos aos olhos do brasileiro. Entre estas, a aplaudida O Clone, em que misturou ciência e religião muçulmana.
A marca de Glória Perez em suas novelas é a preocupação com questões sociais levadas ao grande público: barriga de aluguel, transplante de órgãos (De Corpo e Alma), crianças desaparecidas (Explode Coração), clonagem humana e drogas (O Clone), deficiência visual (América), esquizofrenia (Caminho das Índias), tráfico de mulheres (Salve Jorge), transgêneros e vício em jogo (A Força do Querer), etc.
",Hilda Furacão,http://teledramaturgia.com.br/hilda-furacao/,http://www.teledramaturgia.com.br/wp-content/uploads/2015/03/gloriaperez.jpg
440,Glória Perez,"Nascida em 25 de setembro de 1947, em Rio Branco, no Acre, a carreira de Glória Perez teve início em 1979, quando escreveu um episódio para a série Malu Mulher, da TV Globo, que nunca chegou a ser gravado. Anos depois, o script caiu nas mãos de Janete Clair, que se interessou pelo trabalho da iniciante e chamou-a para colaborar em seu novo projeto, a novela Eu Prometo, em 1983. Janete precisou se afastar por motivos de saúde – vítima de câncer, ela faleceu naquele mesmo ano, deixando a trama inacabada. Glória recebeu então a incumbência de levar a novela adiante, sob a supervisão de Dias Gomes, surpreendendo a direção da emissora com sua competência e pontualidade na entrega dos capítulos.
No ano seguinte, assinou com Aguinaldo Silva a novela Partido Alto. A total incompatibilidade de ideias entre os dois autores ficou evidente, levando Aguinaldo a afastar-se da novela e Glória, ao final desta, da emissora. Em 1987, escreveu Carmem, para a TV Manchete. Em 1990 retornou à Globo para escrever a elogiada minissérie Desejo, baseada na vida de Anna de Assis. No mesmo ano, emplacou no horário das seis um antigo projeto: a novela Barriga de Aluguel. O sucesso desses dois trabalhos trouxe-lhe a consagração definitiva.
Em 1992, Glória assinou sua primeira novela solo em horário nobre na Globo: De Corpo e Alma, marcada, lamentavelmente, pela morte de sua filha, Daniella Perez, atriz da trama, assassinada por Guilherme de Pádua, companheiro de elenco, e a mulher dele, Paula Thomaz. A partir da década de 2000, Glória especializou-se em tramas situadas em terras exóticas, explorando costumes, línguas, danças e figurinos estranhos aos olhos do brasileiro. Entre estas, a aplaudida O Clone, em que misturou ciência e religião muçulmana.
A marca de Glória Perez em suas novelas é a preocupação com questões sociais levadas ao grande público: barriga de aluguel, transplante de órgãos (De Corpo e Alma), crianças desaparecidas (Explode Coração), clonagem humana e drogas (O Clone), deficiência visual (América), esquizofrenia (Caminho das Índias), tráfico de mulheres (Salve Jorge), transgêneros e vício em jogo (A Força do Querer), etc.
",Pecado Capital (1998),http://teledramaturgia.com.br/pecado-capital-1998/,http://www.teledramaturgia.com.br/wp-content/uploads/2015/03/gloriaperez.jpg
441,Glória Perez,"Nascida em 25 de setembro de 1947, em Rio Branco, no Acre, a carreira de Glória Perez teve início em 1979, quando escreveu um episódio para a série Malu Mulher, da TV Globo, que nunca chegou a ser gravado. Anos depois, o script caiu nas mãos de Janete Clair, que se interessou pelo trabalho da iniciante e chamou-a para colaborar em seu novo projeto, a novela Eu Prometo, em 1983. Janete precisou se afastar por motivos de saúde – vítima de câncer, ela faleceu naquele mesmo ano, deixando a trama inacabada. Glória recebeu então a incumbência de levar a novela adiante, sob a supervisão de Dias Gomes, surpreendendo a direção da emissora com sua competência e pontualidade na entrega dos capítulos.
No ano seguinte, assinou com Aguinaldo Silva a novela Partido Alto. A total incompatibilidade de ideias entre os dois autores ficou evidente, levando Aguinaldo a afastar-se da novela e Glória, ao final desta, da emissora. Em 1987, escreveu Carmem, para a TV Manchete. Em 1990 retornou à Globo para escrever a elogiada minissérie Desejo, baseada na vida de Anna de Assis. No mesmo ano, emplacou no horário das seis um antigo projeto: a novela Barriga de Aluguel. O sucesso desses dois trabalhos trouxe-lhe a consagração definitiva.
Em 1992, Glória assinou sua primeira novela solo em horário nobre na Globo: De Corpo e Alma, marcada, lamentavelmente, pela morte de sua filha, Daniella Perez, atriz da trama, assassinada por Guilherme de Pádua, companheiro de elenco, e a mulher dele, Paula Thomaz. A partir da década de 2000, Glória especializou-se em tramas situadas em terras exóticas, explorando costumes, línguas, danças e figurinos estranhos aos olhos do brasileiro. Entre estas, a aplaudida O Clone, em que misturou ciência e religião muçulmana.
A marca de Glória Perez em suas novelas é a preocupação com questões sociais levadas ao grande público: barriga de aluguel, transplante de órgãos (De Corpo e Alma), crianças desaparecidas (Explode Coração), clonagem humana e drogas (O Clone), deficiência visual (América), esquizofrenia (Caminho das Índias), tráfico de mulheres (Salve Jorge), transgêneros e vício em jogo (A Força do Querer), etc.
",O Clone,http://teledramaturgia.com.br/o-clone/,http://www.teledramaturgia.com.br/wp-content/uploads/2015/03/gloriaperez.jpg
442,Glória Perez,"Nascida em 25 de setembro de 1947, em Rio Branco, no Acre, a carreira de Glória Perez teve início em 1979, quando escreveu um episódio para a série Malu Mulher, da TV Globo, que nunca chegou a ser gravado. Anos depois, o script caiu nas mãos de Janete Clair, que se interessou pelo trabalho da iniciante e chamou-a para colaborar em seu novo projeto, a novela Eu Prometo, em 1983. Janete precisou se afastar por motivos de saúde – vítima de câncer, ela faleceu naquele mesmo ano, deixando a trama inacabada. Glória recebeu então a incumbência de levar a novela adiante, sob a supervisão de Dias Gomes, surpreendendo a direção da emissora com sua competência e pontualidade na entrega dos capítulos.
No ano seguinte, assinou com Aguinaldo Silva a novela Partido Alto. A total incompatibilidade de ideias entre os dois autores ficou evidente, levando Aguinaldo a afastar-se da novela e Glória, ao final desta, da emissora. Em 1987, escreveu Carmem, para a TV Manchete. Em 1990 retornou à Globo para escrever a elogiada minissérie Desejo, baseada na vida de Anna de Assis. No mesmo ano, emplacou no horário das seis um antigo projeto: a novela Barriga de Aluguel. O sucesso desses dois trabalhos trouxe-lhe a consagração definitiva.
Em 1992, Glória assinou sua primeira novela solo em horário nobre na Globo: De Corpo e Alma, marcada, lamentavelmente, pela morte de sua filha, Daniella Perez, atriz da trama, assassinada por Guilherme de Pádua, companheiro de elenco, e a mulher dele, Paula Thomaz. A partir da década de 2000, Glória especializou-se em tramas situadas em terras exóticas, explorando costumes, línguas, danças e figurinos estranhos aos olhos do brasileiro. Entre estas, a aplaudida O Clone, em que misturou ciência e religião muçulmana.
A marca de Glória Perez em suas novelas é a preocupação com questões sociais levadas ao grande público: barriga de aluguel, transplante de órgãos (De Corpo e Alma), crianças desaparecidas (Explode Coração), clonagem humana e drogas (O Clone), deficiência visual (América), esquizofrenia (Caminho das Índias), tráfico de mulheres (Salve Jorge), transgêneros e vício em jogo (A Força do Querer), etc.
",América,http://teledramaturgia.com.br/america/,http://www.teledramaturgia.com.br/wp-content/uploads/2015/03/gloriaperez.jpg
443,Glória Perez,"Nascida em 25 de setembro de 1947, em Rio Branco, no Acre, a carreira de Glória Perez teve início em 1979, quando escreveu um episódio para a série Malu Mulher, da TV Globo, que nunca chegou a ser gravado. Anos depois, o script caiu nas mãos de Janete Clair, que se interessou pelo trabalho da iniciante e chamou-a para colaborar em seu novo projeto, a novela Eu Prometo, em 1983. Janete precisou se afastar por motivos de saúde – vítima de câncer, ela faleceu naquele mesmo ano, deixando a trama inacabada. Glória recebeu então a incumbência de levar a novela adiante, sob a supervisão de Dias Gomes, surpreendendo a direção da emissora com sua competência e pontualidade na entrega dos capítulos.
No ano seguinte, assinou com Aguinaldo Silva a novela Partido Alto. A total incompatibilidade de ideias entre os dois autores ficou evidente, levando Aguinaldo a afastar-se da novela e Glória, ao final desta, da emissora. Em 1987, escreveu Carmem, para a TV Manchete. Em 1990 retornou à Globo para escrever a elogiada minissérie Desejo, baseada na vida de Anna de Assis. No mesmo ano, emplacou no horário das seis um antigo projeto: a novela Barriga de Aluguel. O sucesso desses dois trabalhos trouxe-lhe a consagração definitiva.
Em 1992, Glória assinou sua primeira novela solo em horário nobre na Globo: De Corpo e Alma, marcada, lamentavelmente, pela morte de sua filha, Daniella Perez, atriz da trama, assassinada por Guilherme de Pádua, companheiro de elenco, e a mulher dele, Paula Thomaz. A partir da década de 2000, Glória especializou-se em tramas situadas em terras exóticas, explorando costumes, línguas, danças e figurinos estranhos aos olhos do brasileiro. Entre estas, a aplaudida O Clone, em que misturou ciência e religião muçulmana.
A marca de Glória Perez em suas novelas é a preocupação com questões sociais levadas ao grande público: barriga de aluguel, transplante de órgãos (De Corpo e Alma), crianças desaparecidas (Explode Coração), clonagem humana e drogas (O Clone), deficiência visual (América), esquizofrenia (Caminho das Índias), tráfico de mulheres (Salve Jorge), transgêneros e vício em jogo (A Força do Querer), etc.
",Amazônia – De Galvez a Chico Mendes,http://teledramaturgia.com.br/amazonia-de-galvez-a-chico-mendes/,http://www.teledramaturgia.com.br/wp-content/uploads/2015/03/gloriaperez.jpg
444,Glória Perez,"Nascida em 25 de setembro de 1947, em Rio Branco, no Acre, a carreira de Glória Perez teve início em 1979, quando escreveu um episódio para a série Malu Mulher, da TV Globo, que nunca chegou a ser gravado. Anos depois, o script caiu nas mãos de Janete Clair, que se interessou pelo trabalho da iniciante e chamou-a para colaborar em seu novo projeto, a novela Eu Prometo, em 1983. Janete precisou se afastar por motivos de saúde – vítima de câncer, ela faleceu naquele mesmo ano, deixando a trama inacabada. Glória recebeu então a incumbência de levar a novela adiante, sob a supervisão de Dias Gomes, surpreendendo a direção da emissora com sua competência e pontualidade na entrega dos capítulos.
No ano seguinte, assinou com Aguinaldo Silva a novela Partido Alto. A total incompatibilidade de ideias entre os dois autores ficou evidente, levando Aguinaldo a afastar-se da novela e Glória, ao final desta, da emissora. Em 1987, escreveu Carmem, para a TV Manchete. Em 1990 retornou à Globo para escrever a elogiada minissérie Desejo, baseada na vida de Anna de Assis. No mesmo ano, emplacou no horário das seis um antigo projeto: a novela Barriga de Aluguel. O sucesso desses dois trabalhos trouxe-lhe a consagração definitiva.
Em 1992, Glória assinou sua primeira novela solo em horário nobre na Globo: De Corpo e Alma, marcada, lamentavelmente, pela morte de sua filha, Daniella Perez, atriz da trama, assassinada por Guilherme de Pádua, companheiro de elenco, e a mulher dele, Paula Thomaz. A partir da década de 2000, Glória especializou-se em tramas situadas em terras exóticas, explorando costumes, línguas, danças e figurinos estranhos aos olhos do brasileiro. Entre estas, a aplaudida O Clone, em que misturou ciência e religião muçulmana.
A marca de Glória Perez em suas novelas é a preocupação com questões sociais levadas ao grande público: barriga de aluguel, transplante de órgãos (De Corpo e Alma), crianças desaparecidas (Explode Coração), clonagem humana e drogas (O Clone), deficiência visual (América), esquizofrenia (Caminho das Índias), tráfico de mulheres (Salve Jorge), transgêneros e vício em jogo (A Força do Querer), etc.
",Caminho das Índias,http://teledramaturgia.com.br/caminho-das-indias/,http://www.teledramaturgia.com.br/wp-content/uploads/2015/03/gloriaperez.jpg
445,Glória Perez,"Nascida em 25 de setembro de 1947, em Rio Branco, no Acre, a carreira de Glória Perez teve início em 1979, quando escreveu um episódio para a série Malu Mulher, da TV Globo, que nunca chegou a ser gravado. Anos depois, o script caiu nas mãos de Janete Clair, que se interessou pelo trabalho da iniciante e chamou-a para colaborar em seu novo projeto, a novela Eu Prometo, em 1983. Janete precisou se afastar por motivos de saúde – vítima de câncer, ela faleceu naquele mesmo ano, deixando a trama inacabada. Glória recebeu então a incumbência de levar a novela adiante, sob a supervisão de Dias Gomes, surpreendendo a direção da emissora com sua competência e pontualidade na entrega dos capítulos.
No ano seguinte, assinou com Aguinaldo Silva a novela Partido Alto. A total incompatibilidade de ideias entre os dois autores ficou evidente, levando Aguinaldo a afastar-se da novela e Glória, ao final desta, da emissora. Em 1987, escreveu Carmem, para a TV Manchete. Em 1990 retornou à Globo para escrever a elogiada minissérie Desejo, baseada na vida de Anna de Assis. No mesmo ano, emplacou no horário das seis um antigo projeto: a novela Barriga de Aluguel. O sucesso desses dois trabalhos trouxe-lhe a consagração definitiva.
Em 1992, Glória assinou sua primeira novela solo em horário nobre na Globo: De Corpo e Alma, marcada, lamentavelmente, pela morte de sua filha, Daniella Perez, atriz da trama, assassinada por Guilherme de Pádua, companheiro de elenco, e a mulher dele, Paula Thomaz. A partir da década de 2000, Glória especializou-se em tramas situadas em terras exóticas, explorando costumes, línguas, danças e figurinos estranhos aos olhos do brasileiro. Entre estas, a aplaudida O Clone, em que misturou ciência e religião muçulmana.
A marca de Glória Perez em suas novelas é a preocupação com questões sociais levadas ao grande público: barriga de aluguel, transplante de órgãos (De Corpo e Alma), crianças desaparecidas (Explode Coração), clonagem humana e drogas (O Clone), deficiência visual (América), esquizofrenia (Caminho das Índias), tráfico de mulheres (Salve Jorge), transgêneros e vício em jogo (A Força do Querer), etc.
",Salve Jorge,http://teledramaturgia.com.br/salve-jorge/,http://www.teledramaturgia.com.br/wp-content/uploads/2015/03/gloriaperez.jpg
446,Glória Perez,"Nascida em 25 de setembro de 1947, em Rio Branco, no Acre, a carreira de Glória Perez teve início em 1979, quando escreveu um episódio para a série Malu Mulher, da TV Globo, que nunca chegou a ser gravado. Anos depois, o script caiu nas mãos de Janete Clair, que se interessou pelo trabalho da iniciante e chamou-a para colaborar em seu novo projeto, a novela Eu Prometo, em 1983. Janete precisou se afastar por motivos de saúde – vítima de câncer, ela faleceu naquele mesmo ano, deixando a trama inacabada. Glória recebeu então a incumbência de levar a novela adiante, sob a supervisão de Dias Gomes, surpreendendo a direção da emissora com sua competência e pontualidade na entrega dos capítulos.
No ano seguinte, assinou com Aguinaldo Silva a novela Partido Alto. A total incompatibilidade de ideias entre os dois autores ficou evidente, levando Aguinaldo a afastar-se da novela e Glória, ao final desta, da emissora. Em 1987, escreveu Carmem, para a TV Manchete. Em 1990 retornou à Globo para escrever a elogiada minissérie Desejo, baseada na vida de Anna de Assis. No mesmo ano, emplacou no horário das seis um antigo projeto: a novela Barriga de Aluguel. O sucesso desses dois trabalhos trouxe-lhe a consagração definitiva.
Em 1992, Glória assinou sua primeira novela solo em horário nobre na Globo: De Corpo e Alma, marcada, lamentavelmente, pela morte de sua filha, Daniella Perez, atriz da trama, assassinada por Guilherme de Pádua, companheiro de elenco, e a mulher dele, Paula Thomaz. A partir da década de 2000, Glória especializou-se em tramas situadas em terras exóticas, explorando costumes, línguas, danças e figurinos estranhos aos olhos do brasileiro. Entre estas, a aplaudida O Clone, em que misturou ciência e religião muçulmana.
A marca de Glória Perez em suas novelas é a preocupação com questões sociais levadas ao grande público: barriga de aluguel, transplante de órgãos (De Corpo e Alma), crianças desaparecidas (Explode Coração), clonagem humana e drogas (O Clone), deficiência visual (América), esquizofrenia (Caminho das Índias), tráfico de mulheres (Salve Jorge), transgêneros e vício em jogo (A Força do Querer), etc.
",O Canto da Sereia,http://teledramaturgia.com.br/o-canto-da-sereia/,http://www.teledramaturgia.com.br/wp-content/uploads/2015/03/gloriaperez.jpg
447,Glória Perez,"Nascida em 25 de setembro de 1947, em Rio Branco, no Acre, a carreira de Glória Perez teve início em 1979, quando escreveu um episódio para a série Malu Mulher, da TV Globo, que nunca chegou a ser gravado. Anos depois, o script caiu nas mãos de Janete Clair, que se interessou pelo trabalho da iniciante e chamou-a para colaborar em seu novo projeto, a novela Eu Prometo, em 1983. Janete precisou se afastar por motivos de saúde – vítima de câncer, ela faleceu naquele mesmo ano, deixando a trama inacabada. Glória recebeu então a incumbência de levar a novela adiante, sob a supervisão de Dias Gomes, surpreendendo a direção da emissora com sua competência e pontualidade na entrega dos capítulos.
No ano seguinte, assinou com Aguinaldo Silva a novela Partido Alto. A total incompatibilidade de ideias entre os dois autores ficou evidente, levando Aguinaldo a afastar-se da novela e Glória, ao final desta, da emissora. Em 1987, escreveu Carmem, para a TV Manchete. Em 1990 retornou à Globo para escrever a elogiada minissérie Desejo, baseada na vida de Anna de Assis. No mesmo ano, emplacou no horário das seis um antigo projeto: a novela Barriga de Aluguel. O sucesso desses dois trabalhos trouxe-lhe a consagração definitiva.
Em 1992, Glória assinou sua primeira novela solo em horário nobre na Globo: De Corpo e Alma, marcada, lamentavelmente, pela morte de sua filha, Daniella Perez, atriz da trama, assassinada por Guilherme de Pádua, companheiro de elenco, e a mulher dele, Paula Thomaz. A partir da década de 2000, Glória especializou-se em tramas situadas em terras exóticas, explorando costumes, línguas, danças e figurinos estranhos aos olhos do brasileiro. Entre estas, a aplaudida O Clone, em que misturou ciência e religião muçulmana.
A marca de Glória Perez em suas novelas é a preocupação com questões sociais levadas ao grande público: barriga de aluguel, transplante de órgãos (De Corpo e Alma), crianças desaparecidas (Explode Coração), clonagem humana e drogas (O Clone), deficiência visual (América), esquizofrenia (Caminho das Índias), tráfico de mulheres (Salve Jorge), transgêneros e vício em jogo (A Força do Querer), etc.
",Dupla Identidade,http://teledramaturgia.com.br/dupla-identidade/,http://www.teledramaturgia.com.br/wp-content/uploads/2015/03/gloriaperez.jpg
448,Glória Perez,"Nascida em 25 de setembro de 1947, em Rio Branco, no Acre, a carreira de Glória Perez teve início em 1979, quando escreveu um episódio para a série Malu Mulher, da TV Globo, que nunca chegou a ser gravado. Anos depois, o script caiu nas mãos de Janete Clair, que se interessou pelo trabalho da iniciante e chamou-a para colaborar em seu novo projeto, a novela Eu Prometo, em 1983. Janete precisou se afastar por motivos de saúde – vítima de câncer, ela faleceu naquele mesmo ano, deixando a trama inacabada. Glória recebeu então a incumbência de levar a novela adiante, sob a supervisão de Dias Gomes, surpreendendo a direção da emissora com sua competência e pontualidade na entrega dos capítulos.
No ano seguinte, assinou com Aguinaldo Silva a novela Partido Alto. A total incompatibilidade de ideias entre os dois autores ficou evidente, levando Aguinaldo a afastar-se da novela e Glória, ao final desta, da emissora. Em 1987, escreveu Carmem, para a TV Manchete. Em 1990 retornou à Globo para escrever a elogiada minissérie Desejo, baseada na vida de Anna de Assis. No mesmo ano, emplacou no horário das seis um antigo projeto: a novela Barriga de Aluguel. O sucesso desses dois trabalhos trouxe-lhe a consagração definitiva.
Em 1992, Glória assinou sua primeira novela solo em horário nobre na Globo: De Corpo e Alma, marcada, lamentavelmente, pela morte de sua filha, Daniella Perez, atriz da trama, assassinada por Guilherme de Pádua, companheiro de elenco, e a mulher dele, Paula Thomaz. A partir da década de 2000, Glória especializou-se em tramas situadas em terras exóticas, explorando costumes, línguas, danças e figurinos estranhos aos olhos do brasileiro. Entre estas, a aplaudida O Clone, em que misturou ciência e religião muçulmana.
A marca de Glória Perez em suas novelas é a preocupação com questões sociais levadas ao grande público: barriga de aluguel, transplante de órgãos (De Corpo e Alma), crianças desaparecidas (Explode Coração), clonagem humana e drogas (O Clone), deficiência visual (América), esquizofrenia (Caminho das Índias), tráfico de mulheres (Salve Jorge), transgêneros e vício em jogo (A Força do Querer), etc.
",A Força do Querer,http://teledramaturgia.com.br/a-forca-do-querer/,http://www.teledramaturgia.com.br/wp-content/uploads/2015/03/gloriaperez.jpg
449,Gustavo Reiz,"Nascido em Niterói, em 18 de novembro de 1981, Gustavo Reiz teve seu primeiro texto teatral encenado aos 12 anos. De lá para cá, não parou mais. Entre as peças de sua autoria, estão a comédia juvenil “Confidências e Confusões Masculinas” e “V.I.P. Verdades Inquietantes de uma Profissão”. Também tem livros juvenis publicados.
Estreou como roteirista de TV em 2005, na equipe da adaptação brasileira da novela Os Ricos Também Choram, do SBT. Em 2007, foi contratado pela Record TV. Em 2011, assinou sua primeira trama como autor principal: a minissérie bíblica Sansão e Dalila. E, em 2013, a primeira novela: uma nova adaptação de Dona Xepa. Em 2023, estreia na Globo, com a novela Fuzuê.
",Os Ricos Também Choram,http://teledramaturgia.com.br/os-ricos-tambem-choram/,http://www.teledramaturgia.com.br/wp-content/uploads/2015/11/gustavo_reiz.jpg
450,Gustavo Reiz,"Nascido em Niterói, em 18 de novembro de 1981, Gustavo Reiz teve seu primeiro texto teatral encenado aos 12 anos. De lá para cá, não parou mais. Entre as peças de sua autoria, estão a comédia juvenil “Confidências e Confusões Masculinas” e “V.I.P. Verdades Inquietantes de uma Profissão”. Também tem livros juvenis publicados.
Estreou como roteirista de TV em 2005, na equipe da adaptação brasileira da novela Os Ricos Também Choram, do SBT. Em 2007, foi contratado pela Record TV. Em 2011, assinou sua primeira trama como autor principal: a minissérie bíblica Sansão e Dalila. E, em 2013, a primeira novela: uma nova adaptação de Dona Xepa. Em 2023, estreia na Globo, com a novela Fuzuê.
",Luz do Sol,http://teledramaturgia.com.br/luz-do-sol/,http://www.teledramaturgia.com.br/wp-content/uploads/2015/11/gustavo_reiz.jpg
451,Gustavo Reiz,"Nascido em Niterói, em 18 de novembro de 1981, Gustavo Reiz teve seu primeiro texto teatral encenado aos 12 anos. De lá para cá, não parou mais. Entre as peças de sua autoria, estão a comédia juvenil “Confidências e Confusões Masculinas” e “V.I.P. Verdades Inquietantes de uma Profissão”. Também tem livros juvenis publicados.
Estreou como roteirista de TV em 2005, na equipe da adaptação brasileira da novela Os Ricos Também Choram, do SBT. Em 2007, foi contratado pela Record TV. Em 2011, assinou sua primeira trama como autor principal: a minissérie bíblica Sansão e Dalila. E, em 2013, a primeira novela: uma nova adaptação de Dona Xepa. Em 2023, estreia na Globo, com a novela Fuzuê.
",Sansão e Dalila,http://teledramaturgia.com.br/sansao-e-dalila/,http://www.teledramaturgia.com.br/wp-content/uploads/2015/11/gustavo_reiz.jpg
452,Gustavo Reiz,"Nascido em Niterói, em 18 de novembro de 1981, Gustavo Reiz teve seu primeiro texto teatral encenado aos 12 anos. De lá para cá, não parou mais. Entre as peças de sua autoria, estão a comédia juvenil “Confidências e Confusões Masculinas” e “V.I.P. Verdades Inquietantes de uma Profissão”. Também tem livros juvenis publicados.
Estreou como roteirista de TV em 2005, na equipe da adaptação brasileira da novela Os Ricos Também Choram, do SBT. Em 2007, foi contratado pela Record TV. Em 2011, assinou sua primeira trama como autor principal: a minissérie bíblica Sansão e Dalila. E, em 2013, a primeira novela: uma nova adaptação de Dona Xepa. Em 2023, estreia na Globo, com a novela Fuzuê.
",Fora de Controle,http://teledramaturgia.com.br/fora-de-controle/,http://www.teledramaturgia.com.br/wp-content/uploads/2015/11/gustavo_reiz.jpg
